category,subcategory,name,price,skins,colors,description,features,image link,link
makeup,eyes,Easy on the Eyes Set,$75.00 ,NA,,"A trio of full-size Long-Wear Cream Eye Shadow Sticks, plus a mini Smokey Eye Mascara to create effortless spring-ready eyes. Our ultimate quick stick blends, builds, and layers to create soft to statement looks in an instant. Finish your look with a swipe of volumizing Smokey Eye Mascara. $90 value, yours for $75.  Set includes: • Full-Size Long-Wear Cream Shadow Stick in Dusty Mauve• Full-Size Long-Wear Cream Shadow Stick in Golden Pink• Full-Size Long-Wear Cream Shadow Stick in Bark• Mini Smokey Eye Mascara","Long-Wear Cream Shadow Stick: Highly pigmented shadow sticks in subtle to saturated shades with 24-hour, budge-proof, crease-proof, and fade-resistant wear.  Smokey Eye Mascara: Delivers high drama by creating extremely black, volumized, stretched-out lashes in an instant.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_BBUSDS_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/2326/96547/makeup/eyes/easy-on-the-eyes-set/ss22
makeup,cheeks,Highlighting Powder,$50.00 ,NA,Pink Glow; Pink Glow; Afternoon Glow; Sunset Glow; Bronze Glow,"Perfected by pearls, our #1 bestselling highlighter fuses the benefits of a gel and powder for luminous cheeks (and eyes). This innovative, skin-loving powder glides over skin with a cushiony bounce, smoothing and brightening to deliver translucent radiance that is natural looking.","Delivers a naturally radiant finish. Glides over skin without settling into fine lines. Gives a smooth, refined look to skin. Applies dry for a soft glow or wet for a high-impact finish. Doubles as eye shadow to create luminous statement looks.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ETCW01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/55765/makeup/face/cheeks/highlighting-powder/ss18#/shade/Pink_Glow
makeup,cheeks,Blush,$34.00 ,NA,Sand Pink; Slopes; Coral Sugar; Nectar; Desert Pink; Peony; Pretty Pink; Pale Pink; Clementine; Apricot; Tawny,Our silky powder Blush glides on smoothly and offers a long-lasting matte finish. The shades have been designed to replicate the natural color of flushed cheeks.,"Sweeps on smoothly for a seamless, matte finish.Designed to mimic the look of naturally-flushed cheeks.Delivers a range of looks, from a subtle flush to a fresh pop of color.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E4PE01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/8061/makeup/face/cheeks/blush#/shade/Sand_Pink
makeup,cheeks,Shimmer Brick Compact,$50.00 ,NA,,"A true Bobbi Brown icon—this shimmering powder delivers a soft, multidimensional glow. Five pearlized bars of warm, shimmery colors blend together to impart a face-flattering finish for every complexion. The compact features a mirror for convenient application.",Superfine pigments reflect light and provide radiance.Features a gradient of five shimmering shades that deliver highly reflective glow to all skin tones.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E1F601_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/7612/makeup/face/cheeks/shimmer-brick-compact
makeup,cheeks,Bronzing Powder,$44.00 ,NA,Natural; Golden Light; Stonestreet; Medium; Deep; Dark,"Our lightweight powder bronzer with a soft, matte finish is your secret to achieving a sun-kissed look year-round (or anytime you want to warm up your skin).",Offers an ideal balance of warm and cool tones.Imparts natural-looking warmth to complexion with help of skin-true pigments.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E39Y01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/8166/makeup/face/cheeks/bronzing-powder#/shade/Natural
makeup,cheeks,Illuminating Bronzing Powder,$44.00 ,NA,Antigua; Aruba; Santa Barbara; Bali Brown; Maui,"An ultra-soft and smooth pressed powder that helps give skin a seamless, naturally radiant glow. Formulated with a blend of sheer powders and microfine pearls for lit-from-within luminosity.","Imparts beautiful luminosity with a blend of sheer powders and microfine pearls that reflect light.Applies seamlessly for a natural, sun-warmed look and velvety, cushiony feel.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E5EL02_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/8020/makeup/face/cheeks/illuminating-bronzing-powder#/shade/Antigua
makeup,cheeks,Pot Rouge for Lips & Cheeks,$34.00 ,NA,Powder Pink; Pretty Powerful; Fresh Melon; Pale Pink,"Celebrate women everywhere with our bestselling cream color for lips and cheeks in the shade Pretty Powerful, a classic medium pink. This limited-edition shade honors our long-standing mission to support the advancement of women and girls through education. Bobbi Brown believes that a girl with an education is pretty powerful. Since launching the Pretty Powerful Fund  in 2019, we've donated over $1 million to global organizations that empower women and girls through education.","•Two products in one, giving cheeks a light flush and lips a softly stained effect. •Flip-top compact with mirror for easy, on-the-spot application. •Limited-edition Pretty Powerful shade gives a just-right tint to lips and cheeks.   FREE OF Parabens, Phthalates, Sulfites, Gluten, Mineral Oil, Triclosan, Formaldehyde",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EW5632_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/20488/makeup/face/cheeks/pot-rouge-for-lips-cheeks/ss12#/shade/Pretty_Powerful
makeup,cheeks,Brightening Brick,$50.00 ,NA,Pink; Cranberry; Coral,"Combines the benefits of a highlighter, blush, and bronzer in one easy-to-use compact. A range of illuminating shades adds soft and glowing color to the cheeks.","Warms up skin with the combination blush, highlighter, and bronzer.Sweeps on a multidimensional glow with a range of six shades in one compact.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EA6L01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/26807/makeup/face/cheeks/brightening-brick/fh13#/shade/Pink
makeup,cheeks,Nude Finish Illuminating Powder,$55.00 ,NA,Golden; Buff; Nude; Rich; Bare,"Subtle and natural, this ultra-soft, translucent pressed powder instantly gives skin a lit-from-within glow with a natural blend of botanicals and brightening light-reflective powders.Awarded ""2017 Best of Beauty Award"" in Glamour Magazine (April 2017).","Features varying levels of pearlescent pigments in skin tone-correct shades for a naturally luminous effect. Plus, it's formulated with a blend of Mulberry, Grape and Scutellaria Extracts.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EELP02_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/40362/makeup/face/cheeks/nude-finish-illuminating-powder/ss16#/shade/Bare
makeup,cheeks,Mini Bronzing Powder,$25.00 ,NA,Golden Light,"A must-have—now made mini. Perfect for trying out or taking on the go. A lightweight powder bronzer with a soft, matte finish—your secret to achieving a sun-kissed look year-round (or just when you want to warm up sallow skin).Paraben-free; phthalate-free; sulfate-free; sulfite-free; gluten-free","Formulated with the perfect balance of red and brown tones (the colors that exist in a true tan), this lightweight, mica-free formula creates the most natural look.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ERLN01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/80764/makeup/face/cheeks/mini-bronzing-powder/ss21#/shade/Golden_Light
makeup,cheeks,Mini Highlighting Powder,$25.00 ,NA,Pink Glow,"Take your glow to go with a mini version of our iconic Highlighting Powder in Pink Glow. Perfected by pearls, our bestselling highlighter provides rare luminosity. Fusing the benfits of a gel and a powder, the innovative formula glides over skin with a cushiony bounce that delivers a smooth, refined look and doesn't settle into pores. Luxurious, microfine pearls are suspended in a pure, crystal-clear base to diffuse light with color, reflecting a translucent, lit-from-within glow.Free of: Paraben free; phtalate-free; sulfate-free; sulfite free",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EPH201_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/76250/makeup/face/cheeks/mini-highlighting-powder/fh20#/shade/Pink_Glow
makeup,cheeks,Mini Extra Illuminating Moisture Balm,$30.00 ,NA,Pink Glow,"Glow every day like it’s Sunday.  Extra Illuminating Moisture Balm helps boost skin’s luminosity with ultra-fine pearl particles and an instant burst of hydration—now in a limited-edition, glow-everywhere mini. Available in Pink Glow, Golden Glow, and Bare Glow.  Free-of: Parabens, phthalates, sulfates, sulfites, mineral oils, gluten, vegan","Coveted by skincare-lovers for its skin-boosting pearl particles and energizing hydration, this radiant illuminator revives a tired, dull complexion, infused with Muru Muru Seed Butters, Lychee Extract, and caffeine.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ERJK03_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/86523/makeup/face/cheeks/mini-extra-illuminating-moisture-balm/ss21#/shade/Pink_Glow
makeup,cheeks,Mini Shimmer Brick,$25.00 ,NA,Bronze,"An iconic bestseller, made mini. This glow-boosting, on-the-go powder creates a soft sheen with superfine, light-reflective pigments. *This product is excluded from any discountable offers.",NA,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EPH101_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/55069/makeup/face/cheeks/mini-shimmer-brick/ss18#/shade/Bronze
makeup,cheeks,Blush Brush,$62.00 ,NA,,Designed with luxuriously soft bristles and a rounded brush head to sweep blush onto cheeks seamlessly and smoothly.,Shaped to deposit the ideal amount of color onto cheeks.Designed with super-soft bristles to apply blush smoothly.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55601_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/7292/makeup/face/cheeks/blush-brush
makeup,cheeks,Sheer Powder Brush,$52.00 ,NA,,"This brush is designed to deliver natural-looking, even coverage of loose or pressed powders. The rounded brush shape works for both for allover and precise application.","Easily applies powder around the corners of the nose and other smaller areas thanks to the rounded brush head.Provides light, even coverage of loose and pressed face powder.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E96M01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/24767/makeup/face/cheeks/sheer-powder-brush/ss13
makeup,cheeks,Bronzer Brush,$62.00 ,NA,,"Our must-have Bronzer Brush features luxuriously soft bristles and a rounded brush head to provide smooth, even bronzer application for a naturally sun-warmed look.",Delivers a seamless finish and even color payoff.Designed to maximize the true-tan look of our Bronzing Powder and Illuminating Bronzing Powder.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55901_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/7783/makeup/face/cheeks/bronzer-brush
makeup,cheeks,Angled Face Brush,$62.00 ,Anyone who wants a brush that's ideal for both all-over and precise application.,,"Coverage meets control with this does-it-all brush that’s designed for both allover and targeted application. The angled head makes it ideal for applying highlighting, bronzing, and blush powders.","Soft yet firm bristles cut on an angle create two distinct sides for application.Broad, flat edge sweeps on highlighter, bronzer, and finishing powder for a soft, diffused finish.Tapered end highlights smaller areas like the Cupid’s bow and bridge of the nose.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EF0X01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/40367/makeup/face/cheeks/angled-face-brush/ss16
makeup,cheeks,Powder Brush,$70.00 ,For anyone who wants to blend powder and mineral foundations seamlessly.,,"This luxurious brush is designed to effortlessly apply powder and powder foundation. The gently tapered head and soft bristles are designed to set makeup for an even and polished, yet natural look.",Applies powder formulas seamlessly.Dusts just the right amount of powder onto skin.Ideal to use with our Sheer Finish Loose Powder and Skin Weightless Powder Foundation.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E55501_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/23824/7781/makeup/face/cheeks/powder-brush
skincare,skincare,Vitamin Enriched Face Base,$64.00 ,Normal to oily skin types.,,"Skincare made for makeup. Our bestselling multivitamin-enriched moisturizing primer for the face instantly nourishes, plumps, and preps skin with healthy hydration to improve the look of foundation. It’s full makeup prep in one step, blending the performance of a primer with the cushion of a face moisturizer.","A blend of Vitamins B, C, and E helps replenish and condition skin with essential nourishment.A moisturizing complex of Hyaluronic Acid, Squalane, and Shea Butter helps instantly hydrate, plump, and prep skin for a fresh, healthy-looking glow.Rich yet lightweight and fast-absorbing texture cushions skin and grips foundation for smooth, flawless makeup application.Grapefruit and Geranium leave a light, uplifting scent on skin.Real Results*:- 91% said it improved the look of foundation.- 95% said it layers well with makeup, helping makeup apply smoothly and evenly.- 95% said it gripped makeup for flawless application.- 96% said it left skin feeling nourished and conditioned.- 93% said if left skin feeling plumped.- 96% said it left skin looking healthy.- 96% said it left skin feeling moisturized throughout the day.- 95% said it left skin feeling healthy and infused with moisture.*Consumer testing on 123 women after using product for one week.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E1LM01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/7485/skincare/vitamin-enriched-face-base
skincare,skincare,Vitamin Enriched Eye Base,$56.00 ,"All skin types. Anyone looking for a nourishing, all-in-one eye cream that creates the perfect canvas for concealer.",,"This all-in-one undereye primer wakes up eyes by hydrating, plumping, brightening, and softening the look of fine lines. Its cushiony finish is nutrient-rich but never heavy, creating a smooth base for seamless corrector and concealer application.","Hyaluronic Acid and Shea Butter help provide immediate, all-day, and long-term moisture.Nourishing formula helps strengthen the delicate eye skin barrier.Lightweight, fast-absorbing texture layers perfectly under corrector and concealer.Vitamins B3 and C help brighten undereyes and reduce the look of dark circles over time.Vitamin A helps smooth fine lines around the eyes.Vitamin E helps provide antioxidant benefits.Caffeine helps reduce puffiness under the eye area over time.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EL1901_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/77812/skincare/vitamin-enriched-eye-base/fh20
skincare,skincare,Extra Repair Moisture Cream Intense,$105.00 ,NA,,"Our moisturizing face cream with Vitamin C helps replenish skin with our boosted Extra Repair Complex featuring Argireline Peptide. Skin looks immediately smoother and plumper, and the appearance of fine lines is noticeably reduced over time. Comes in refillable packaging.","Extra Repair Complex, with Argireline Peptide, and Vitamin C, helps support skin’s natural collagen production to reduce the look of fine lines over time.Acetyl Glucosamine helps smooth skin and diminish the appearance of pores over time.Hyaluronic Acid, Glycerin, and Shea Butter work to hydrate, plump, and condition skin.Vitamin E Complex provides antioxidant benefits and helps protect skin from the effects of blue light.Refillable packaging is designed to be reused and recycled.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EREP01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/93885/skincare/extra-repair-moisture-cream-intense/fh21
skincare,skincare,Extra Repair Eye Cream Intense,$82.00 ,NA,,"This balmy, firming eye cream helps replenish, brighten, depuff, and reduce the look of dark circles. Featuring Argireline Peptide and Hyaluronic Acid, this skin-boosting formula helps soften the appearance of fine lines and crow’s feet and provide immediate, all-day, and overnight moisture. Comes in refillable packaging.","Argireline Peptide helps boost skin’s natural collagen production to reduce the appearance of lines and wrinkles and increase firmness.Scutellaria & Mulberry Root Extracts help visibly brighten dark spots over time.Hyaluronic Acid, plus Glycerin and Shea Butter work to hydrate, plump, and condition, while supporting the skin’s moisture barrier.Brown and Marine Algae help reduce puffiness.Caffeine helps energize skin to boost radiance, immediately and over time.Refillable packaging is designed to be reused and recycled.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EP7P01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/93883/skincare/extra-repair-eye-cream-intense/fh21
skincare,skincare,Extra Cleansing Balm,$56.00 ,NA,,"Extra rich. Ultra purifying. Our conditioning cleansing balm melts away face makeup and impurities, while leaving skin smooth and cushioned. Like an at-home facial, this Orange Oil-infused formula wakes up the senses with uplifting notes of citrus.","KEY INGREDIENTS• Olive Extract• Glycerin• Orange OilBENEFITSEXTRA X PURIFYING• Extra rich balm dissolves face makeup and impurities.  EXTRA X NOURISHING• Olive Extract and Glycerin help hydrate and moisturize, leaving skin feeling smooth and cushioned. EXTRA X SENSORY• Orange Oil wakes up the senses with uplifting notes of citrus. FREE-OF INGREDIENT INFOParabens, Phthalates, Sulfates, Sulfites, Gluten",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ERAN01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/93887/skincare/extra-cleansing-balm/fh21
skincare,skincare,Extra Repair Eye Cream Intense Refill,$68.00 ,NA,,Refill. Reuse. Repeat. Keep the good skin (and earth) days going by refilling your Extra Repair Eye Cream Intense packaging with a replacement pod of this revitalizing undereye treatment.,"KEY INGREDIENTS• Argireline Peptide-infused Extra Repair Complex• Caffeine• Hyaluronic Acid• Olive Extract• Glycerin• Shea ButterBENEFITSWAKE UP YOUR LOOK• Caffeine helps reduce the appearance of dark undereye circles.REVITALIZE UNDEREYES• Extra Repair Complex helps soften the look of fine lines and wrinkles.BOOST HYDRATION• Olive Extract, Glycerin, and Shea Butter work together to intensely hydrate, moisturize, and condition.• Hyaluronic Acid helps moisturize and plump skin naturally. REFILL. REUSE. REPEAT.• Refillable packaging is designed to be reused and recycled.FREE-OF INGREDIENT INFOParabens, Phthalates, Sulfates",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EPHC01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/93884/skincare/extra-repair-eye-cream-intense-refill/fh21
skincare,skincare,Extra Repair Moisture Cream Intense Refill,$85.00 ,NA,,Skin loving. Planet conscious. Refill and reuse your Extra Repair Moisture Cream Intense packaging with a replacement pod of this deeply moisturizing formula.,"KEY INGREDIENTS• Argireline Peptide-infused Extra Repair Complex• Vitamin C• Olive Extract• Glycerin• Shea ButterBENEFITS REVITALIZE SKIN • Our boosted Extra Repair Complex—now with 5x more Argireline Peptide than the original formula—helps reduce the look of fine lines and wrinkles.  BOOST MOISTURE • Olive Extract, Glycerin, and Shea Butter work together to intensely hydrate, moisturize, and condition.  REPLENISH AND RESTORE • Amino acids and peptides—the building blocks of skin—support skin’s natural collagen. • Vitamin C helps smooth complexion by softening the appearance of fine lines and wrinkles. REFILL. REUSE. REPEAT.• Refillable Extra Repair Moisture Cream Intense packaging is designed to be reused and recycled.FREE-OF INGREDIENT INFOParabens, Phthalates, Sulfates, Sulfites",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ERER01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/93886/skincare/extra-repair-moisture-cream-intense-refill/fh21
skincare,skincare,Hydrating Face Cream,$64.00 ,Normal to extra dry skin types—or anyone wanting to hydrate thirsty skin with a rich yet lightweight formula with Algae Extract that instantly moisturizes for seamless makeup application.,,"Instantly hydrate, condition, and nourish skin with our Hydrating Face Cream. This rich yet lightweight moisturizer for dry skin provides a fresh, healthy-looking glow while keeping skin hydrated for 24 hours.","Non-greasy texture cushions skin for smooth makeup application.Hyaluronic Acid, Trehalose, and our signature Enriched Mineral Water Blend help leave skin feeling soft, plumped, and refreshed.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E65X01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/12761/skincare/hydrating-face-cream/fh10
skincare,skincare,Hydrating Eye Cream,$56.00 ,"Anyone looking for a lightweight, soothing eye cream to wear on its own or layered under concealer for a flawless finish.",,"Our moisturizing eye cream melts quickly onto the skin, to hydrate and prep the undereye area for corrector and concealer. This fan-favorite leaves the eye area soft, plumped, and refreshed.","Jojoba Seed Oil, Avocado Oil, and Squalane help skin feel comforted and conditioned.Quick-absorbing formula helps create a smooth, hydrated base for concealer.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E65Y01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/12762/skincare/hydrating-eye-cream/fh10
skincare,skincare,Hydrating Water Fresh Cream,$64.00 ,NA,,"This lightweight cream delivers 100 hours of nonstop hydration and minimizes the look of pores over time. Made with over 70% water, this non-comedogenic formula helps reduce the look of redness, balances skin’s moisture, and creates a nourished canvas for makeup.",Probiotic Technology helps to strengthen and repair skin’s moisture barrier to protect against irritants.Clary Sage helps strengthen skin’s barrier.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EMNE01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/72468/skincare/hydrating-water-fresh-cream/ss20
skincare,skincare,Deluxe Size Soothing Cleansing Oil,$80.00 ,NA,,"Now in a deluxe-sized edition—you can never have too much of a good thing. Wash off. Glow on. Our gentle yet powerful Soothing Cleansing Oil melts away makeup and pollution, deeply nourishes skin, and leaves you glowing for hours.","MELTS AWAY MAKEUP• Gently dissolves water-based, oil-based, and waterproof makeup while preserving skin’s moisture.• Contains 98% high-performance ingredients.DEEPLY NOURISHES SKINKeeps skin glowing for hours, thanks to our non-acnegenic formula with Nourishing Botanical Oil Complex.WASHES AWAY THE DAYEffortlessly cleanses skin to wash away the day’s external aggressors, yet is gentle enough to be used on delicate areas of the face, including eyes.REAL RESULTS86% showed improved radiance 4 hours after application.**Clinical testing on 14 women, 4 hours after 1 product application",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ET7E01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/89038/skincare/deluxe-size-soothing-cleansing-oil/fh21
skincare,skincare,Extra Illuminating Moisture Balm,$69.00 ,NA,Bare Glow,"This lightweight lotion instantly illuminates with pearl particles while revitalizing, softening, and plumping with skincare ingredients, including Hyaluronic Acid, Shea Butter, and Murumuru Seed Butter, to help give skin a healthy-looking glow.","Microfine Pearls instantly boost radiance.Hyaluronic Acid helps instantly hydrate and plump.Shea Butter helps condition skin, while Murumuru Seed Butter helps strengthen skin’s protective barrier.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EHP201_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/55025/skincare/extra-illuminating-moisture-balm/ss18#/shade/Bare_Glow
skincare,skincare,Extra Face Oil,$72.00 ,Anyone with normal to extra dry skin.,,"This emollient, yet lightweight facial oil nourishes and comforts dry skin. Softens and conditions with a quick-absorbing blend of Sesame, Sweet Almond, Olive, and Jojoba Oils.","Sesame, Sweet Almond, Olive, and Jojoba Oils help keep skin soft and supple over time.Aromatic blend of Natural Essential Oils, including Neroli, Patchouli, Lavender, and Sandalwood, uplifts the senses.Dermatologist-tested.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E1YJ01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/8100/skincare/extra-face-oil
skincare,skincare,Extra Lip Tint,$34.00 ,NA,Bare Pink; Bare Pink Sparkle; Bare Melon; Bare Nude; Bare Punch; Bare Raspberry; Bare Blackberry,"Infused with six botanical oils—including Olive, Jojoba, and Avocado Oils—our tinted lip treatment delivers color, care, and comfortable hydration. Visibly revitalizes lips with plumping hydration and sheer, energizing color for a healthy-looking glow.","Restores, softens, and smooths with instant and long-term essential moisture.Visibly smooths, plumps, and reduces the look of fine, dry lines with the help of softening emollients.Enhances lips with a flattering hint of colored tint.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EER901_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/39562/skincare/extra-lip-tint/ss16#/shade/Bare_Pink
skincare,skincare,Soothing Cleansing Oil,$50.00 ,NA,,"Containing 98% high-performance ingredients, our gentle yet powerful facial cleansing oil melts away makeup and pollution while deeply nourishing skin to leave it soft and luminous for hours.","Unique water-light oil texture gently dissolves long-wear and waterproof makeup while preserving skin’s moisture.Cleansing oil instantly emulsifies with water to wash away pollution and impurities that can clog pores and cause breakouts.Nourishing Botanical Oil Complex leaves skin soft, smooth, and glowing for hours.Gentle enough to use on delicate areas of the face, including the eyes.Real Results:- 86% showed improved radiance 4 hours after application.*Clinical testing on 14 women after using product once.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EM4201_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/67990/skincare/soothing-cleansing-oil/fh19
skincare,skincare,Soothing Cleansing Oil,$50.00 ,NA,,"Wash off. Glow on. Our gentle yet powerful Soothing Cleansing Oil melts away makeup and pollution, deeply nourishes skin, and leaves you glowing for hours.","MELTS AWAY MAKEUP• Gently dissolves water-based, oil-based, and waterproof makeup while preserving skin’s moisture.• Contains 98% high-performance ingredients.DEEPLY NOURISHES SKINKeeps skin glowing for hours, thanks to our non-acnegenic formula with Nourishing Botanical Oil Complex.WASHES AWAY THE DAYEffortlessly cleanses skin to wash away the day’s external aggressors, yet is gentle enough to be used on delicate areas of the face, including eyes.REAL RESULTS86% showed improved radiance 4 hours after application.**Clinical testing on 14 women, 4 hours after 1 product application",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_ETCT01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/99808/skincare/soothing-cleansing-oil/ss22
skincare,skincare,Skin Clarifier No. 75,$49.00 ,"Ideal for anyone with enlarged, clogged pores or imbalanced skin.",,"This purifying, nourishing serum helps unclog and visibly minimizes facial pores and boosts skin clarity while hydrating, keeping skin feeling smooth and balanced.","Salicylic Acid helps unclog, clarify, and minimize the look of pores.Nutrient-rich facial oil helps nourish skin Argan, Meadowfoam, and Rose Hip Oils help balance skin’s moisture levels.Sea Buckthorn helps reduce the look of redness and irritation.Formula helps improve skin texture and evenness.Real Results*:- 88% said that Skin Clarifier No. 75 helped improve the appearance of pore-clogged skin.- 88% said that the look of pores was minimized.- 84% said that their skin felt comfortable.- 93% said that their skin looked smoother.- 90% said that their skin looked more refined.- 92% said that their skin looked more balanced.*Consumer testing on 108 women after using product for 4 weeks.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EFX201_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/45875/skincare/skin-clarifier-no-75/ss17
skincare,skincare,Skin Moisture Solution No. 86 - Intense Rehydration Compound,$49.00 ,Anyone with severely dehydrated skin.,,"Formulated for parched skin, this Hyaluronic Acid-infused solution works like a moisture magnet, binding moisture to skin’s surface. Skin instantly feels supple and hydrated.","Hyaluronic Acid Complex helps pull moisture to the skin and support skin’s natural moisturizing factor.Real Results*:- 91% said skin felt instantly more comfortable after using Skin Moisture Solution No. 86.- 88% said it instantly quenched parched skin.- 86% said it instantly helped restore skin’s glow.After 4 weeks of use, - 91% said skin felt comfortable throughout the day.*Consumer testing on 101 women.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_EG7801_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/45872/skincare/skin-moisture-solution-no-86--intense-rehydration-compound/ss17
skincare,skincare,Hydrating Face Tonic,$38.00 ,"Anyone who wants to add a refreshingly hydrating step to their skincare routine, especially those with dry or sensitive skin.",,"Applied immediately after cleansing, this skin-conditioning tonic begins to restore and balance skin’s moisture, leaving it soft, smooth, and perfectly prepped for the treatment products to follow.","Our signature formula, infused with Enriched Mineral Water Blend, Cucumber, Chamomile, Licorice, Aloe Leaf, and Lavender, leaves skin feeling smooth, soft, and conditioned.Face toner balances and prepares skin for the next treatment step.",https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E65R01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/12768/skincare/hydrating-face-tonic/fh10
skincare,skincare,Instant Long-Wear Makeup Remover,$33.00 ,NA,,"A gentle eye makeup remover that removes even stubborn long wearing formulas, leaving the delicate skin around the eye area clean and comfortable.",Dual-phase formula easily removes long wearing eye makeup.Safe for use around eyes.,https://www.bobbibrowncosmetics.com/media/export/cms/products/600x600/bb_sku_E42G01_600x600_0.jpg,https://www.bobbibrowncosmetics.com/product/14006/7321/skincare/instant-long-wear-makeup-remover
